area,price,bedrooms,toilets,legal_status,latitude,longitude,price_square,furniture,house_direction_x,house_direction_y,balcony_direction_x,balcony_direction_y,location_group
110.0,4.0,3,2,1,21.053859398403,105.781889510604,36.36363636363636,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
76.0,3.0,3,2,1,20.963314056396484,105.82673645019531,39.473684210526315,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
74.0,4.1,2,2,1,20.9760246276855,105.761596679688,55.4054054054054,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
100.0,5.2,2,2,3,20.9989376068115,105.880195617676,52.00000000000001,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
186.0,14.0,4,3,1,21.030045,105.77663,75.26881720430107,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
50.0,1.48,2,2,3,20.9941660337948,105.817495580895,29.6,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
89.53,5.5,2,2,1,21.0522689819336,105.884811401367,61.43192226069473,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
80.0,3.48,3,2,1,21.0120154287923,105.829336547407,43.5,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
62.0,2.8,2,2,3,20.9795379638672,105.841613769531,45.16129032258064,2,-0.7071067811865475,0.7071067811865476,6.123233995736766e-17,1.0,0
107.5,11.83,3,2,1,21.06305,105.79731,110.04651162790698,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
92.9,14.0,2,2,1,21.07285,105.81243,150.69967707212055,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
202.0,21.4,4,4,1,21.0052261352539,105.805061340332,105.94059405940594,0,-1.8369701987210297e-16,-1.0,-1.0,1.2246467991473532e-16,0
115.0,6.93,3,2,1,21.0372869348819,105.792230715304,60.26086956521739,0,0.7071067811865474,-0.7071067811865477,1.0,0.0,0
88.0,9.0,2,2,1,21.009386,105.77387,102.27272727272728,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
65.0,3.3,2,2,1,21.035062789917,105.749664306641,50.76923076923077,2,6.123233995736766e-17,1.0,-0.7071067811865475,0.7071067811865476,0
120.0,10.5,3,2,1,21.0052261352539,105.805061340332,87.5,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
71.0,2.7,2,2,1,21.0665415500541,105.891720853958,38.02816901408451,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
85.0,3.4,2,2,1,21.030731201171875,105.7613296508789,40.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
112.0,5.0,3,2,1,20.982532501220703,105.78964233398438,44.642857142857146,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
46.0,1.9,2,1,3,20.963314056396484,105.82673645019531,41.30434782608695,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
95.0,3.65,2,1,1,21.0224705044548,105.832762758351,38.421052631578945,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
67.0,4.5,2,2,3,21.0043445973643,105.802904728507,67.16417910447761,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
92.9,14.0,2,2,1,21.07285,105.81243,150.69967707212055,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
200.0,6.9,5,3,1,21.0155710446178,105.812928876875,34.5,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
53.0,1.9,2,2,3,20.9378780916826,105.836566155644,35.84905660377358,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
67.0,4.5,2,2,3,21.0043445973643,105.802904728507,67.16417910447761,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
200.0,33.0,2,2,1,21.065832,105.82651,165.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
61.5,4.0,2,1,1,21.014148712158203,105.78872680664062,65.04065040650407,1,6.123233995736766e-17,1.0,-1.0,1.2246467991473532e-16,0
75.0,4.42,3,2,0,21.008962631225586,105.74391174316406,58.93333333333333,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
25.0,2.09,1,1,0,21.00084686279297,105.73912048339844,83.6,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
72.0,2.73,2,2,1,21.0665204416754,105.891817621173,37.91666666666667,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
88.0,9.0,2,2,1,21.009386,105.77387,102.27272727272728,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
156.1,6.244,4,3,1,21.025352478027344,105.74130249023438,40.0,2,-0.7071067811865477,-0.7071067811865475,-1.0,1.2246467991473532e-16,0
145.0,10.15,3,3,0,20.9585018157959,105.82634735107422,70.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
66.0,5.29,2,2,1,21.00364,105.80298,80.15151515151516,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
90.0,3.48,3,2,1,21.0147490604756,105.829685324732,38.66666666666667,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
90.2,6.5,3,2,1,20.974346,105.754166,72.0620842572062,2,-0.7071067811865475,0.7071067811865476,-1.0,1.2246467991473532e-16,0
105.0,7.25,3,2,3,21.0344982147217,105.795516967773,69.04761904761905,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
100.0,5.3,3,2,1,20.9989376068115,105.880195617676,53.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
99.0,5.3,3,2,1,20.998937606811523,105.88019561767578,53.535353535353536,2,-0.7071067811865477,-0.7071067811865475,-1.8369701987210297e-16,-1.0,0
60.0,3.35,3,2,3,20.9799327850342,105.864631652832,55.83333333333333,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
86.0,6.49,3,2,1,21.030731201171875,105.7613296508789,75.46511627906976,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
80.0,5.35,2,2,3,20.9700584411621,105.877777099609,66.87499999999999,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
72.0,4.15,2,2,1,21.0216060207188,105.812041074253,57.63888888888889,3,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
64.0,4.6,2,2,1,21.042130891443,105.841664593713,71.875,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
113.0,12.0,3,2,1,21.00938606262207,105.77387237548828,106.19469026548673,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
70.0,4.5,3,2,0,20.973217010498,105.778854370117,64.28571428571428,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
73.0,4.35,2,2,1,20.989424,105.86656,59.58904109589041,2,1.0,0.0,0.7071067811865476,0.7071067811865475,0
80.0,5.49,2,2,1,21.0309270765958,105.774492894943,68.625,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
118.0,5.5,3,2,3,21.03458595275879,105.76299285888672,46.610169491525426,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
153.0,11.016,4,2,1,21.072135925293,105.810997009277,72.0,2,6.123233995736766e-17,1.0,-1.8369701987210297e-16,-1.0,2
68.0,4.35,2,2,0,20.9585018157959,105.826347351074,63.970588235294116,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
78.0,5.0,2,2,0,20.985432,105.83934,64.1025641025641,1,6.123233995736766e-17,1.0,-0.7071067811865475,0.7071067811865476,0
135.0,5.8,3,2,1,21.031179428100586,105.77904510498047,42.96296296296296,2,-0.7071067811865477,-0.7071067811865475,-1.0,1.2246467991473532e-16,0
135.0,8.3,3,2,1,21.03116226196289,105.76041412353516,61.48148148148148,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
146.0,9.1104,2,2,1,21.072135925293,105.810997009277,62.400000000000006,2,1.0,0.0,6.123233995736766e-17,1.0,2
96.0,6.6,3,2,1,21.044233322143555,105.76731872558594,68.74999999999999,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
72.0,6.5,2,2,1,21.012432098388672,105.76739501953125,90.27777777777777,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
200.0,10.8,5,3,1,20.984243392944336,105.8084487915039,54.00000000000001,2,-1.8369701987210297e-16,-1.0,-0.7071067811865477,-0.7071067811865475,0
150.0,9.6,4,2,1,21.072135925293,105.810997009277,64.0,0,1.0,0.0,6.123233995736766e-17,1.0,2
102.0,6.12,3,2,1,21.031084060668945,105.77456665039062,60.0,2,1.0,0.0,6.123233995736766e-17,1.0,0
107.5,11.0,3,2,0,21.0630493164063,105.797309875488,102.32558139534883,2,0.7071067811865476,0.7071067811865475,-1.0,1.2246467991473532e-16,0
62.0,4.2,2,2,1,21.03116226196289,105.76041412353516,67.74193548387098,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
58.0,4.5,1,1,1,21.0640926361084,105.80973815918,77.58620689655173,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
55.0,1.5,2,1,1,21.010787963867188,105.50640869140625,27.27272727272727,2,1.0,0.0,0.7071067811865476,0.7071067811865475,0
73.0,6.57,2,2,3,20.9975872039795,105.803833007813,90.00000000000001,2,-1.8369701987210297e-16,-1.0,0.7071067811865474,-0.7071067811865477,0
146.0,17.0,3,2,3,21.0648994445801,105.827049255371,116.43835616438355,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
22.0,3.65,3,2,3,21.029654670649,105.811978344165,165.9090909090909,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
150.0,8.5,3,2,1,21.0124320983887,105.767395019531,56.666666666666664,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
43.0,2.67,1,1,3,20.9995517730713,105.938621520996,62.093023255813954,2,-1.0,1.2246467991473532e-16,-1.8369701987210297e-16,-1.0,0
70.0,4.49,2,2,1,20.9733105159933,105.778562925637,64.14285714285714,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
43.0,2.17,1,1,0,21.00241470336914,105.964111328125,50.46511627906976,2,-0.7071067811865477,-0.7071067811865475,-1.8369701987210297e-16,-1.0,0
28.0,1.99,2,2,3,21.0062065124512,105.737075805664,71.07142857142858,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
112.0,11.2,3,2,3,21.00938606262207,105.77387237548828,99.99999999999999,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
67.0,2.55,2,2,0,20.9647350311279,105.826362609863,38.05970149253731,2,0.7071067811865476,0.7071067811865475,1.0,0.0,0
74.0,2.7,2,2,0,21.0046561,105.8062148,36.48648648648649,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
76.0,4.35,3,2,1,20.97145652770996,105.82817077636719,57.23684210526316,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
97.0,8.73,3,3,3,20.9975872039795,105.803833007813,90.00000000000001,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
55.0,2.35,2,1,1,20.95757484436035,105.80690002441406,42.727272727272734,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
45.5,1.2,1,1,1,21.010788,105.50641,26.373626373626372,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
128.0,11.0,3,2,1,20.99479103088379,105.86784362792969,85.9375,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
107.5,11.825,3,2,3,21.063575744628906,105.7953109741211,109.99999999999999,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
118.0,7.08,3,2,1,21.0119361877441,105.774993896484,60.0,2,-0.7071067811865477,-0.7071067811865475,-1.8369701987210297e-16,-1.0,0
110.0,13.5,3,2,1,21.059675216674805,105.8040771484375,122.72727272727272,2,-0.7071067811865475,0.7071067811865476,-1.8369701987210297e-16,-1.0,2
57.0,1.5,2,1,1,21.010788,105.50641,26.31578947368421,2,0.7071067811865474,-0.7071067811865477,1.0,0.0,0
88.0,7.4,2,2,1,21.059675216674805,105.8040771484375,84.0909090909091,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
57.0,3.5,2,1,1,20.963834762573242,105.82245635986328,61.40350877192982,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
134.0,11.0,3,2,1,21.064977645874023,105.79773712158203,82.08955223880596,1,6.123233995736766e-17,1.0,-0.7071067811865475,0.7071067811865476,0
135.0,11.0,3,2,1,21.064977645874023,105.79773712158203,81.4814814814815,2,6.123233995736766e-17,1.0,-0.7071067811865475,0.7071067811865476,0
70.0,4.14,3,2,1,20.9708036216121,105.827226198955,59.14285714285714,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
97.0,5.68,3,2,1,21.0359783172607,105.906295776367,58.55670103092783,2,-1.8369701987210297e-16,-1.0,-1.0,1.2246467991473532e-16,0
114.0,8.0,3,2,1,21.0495662689209,105.77859497070312,70.17543859649122,2,-0.7071067811865475,0.7071067811865476,6.123233995736766e-17,1.0,0
85.0,4.0,3,2,3,20.97145652770996,105.82817077636719,47.05882352941176,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
125.7,5.15,3,2,1,21.031179428100586,105.77904510498047,40.97056483691329,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
35.0,3.5,2,2,0,21.115686416625977,105.87013244628906,100.0,2,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,2
76.5,3.9,2,2,3,21.062650680541992,105.78419494628906,50.98039215686274,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
92.0,6.13,3,2,0,20.9998512268066,105.801368713379,66.63043478260869,2,0.7071067811865474,-0.7071067811865477,-1.8369701987210297e-16,-1.0,0
84.0,6.7,2,2,1,21.06853675842285,105.80276489257812,79.76190476190477,2,0.7071067811865476,0.7071067811865475,-1.0,1.2246467991473532e-16,0
105.0,7.5,3,2,1,21.09144401550293,105.78472137451172,71.42857142857143,2,0.7071067811865476,0.7071067811865475,-1.0,1.2246467991473532e-16,0
82.0,6.9,2,2,3,21.06853675842285,105.80276489257812,84.14634146341464,2,1.0,0.0,0.7071067811865474,-0.7071067811865477,0
149.0,10.8,4,2,1,21.0211429595947,105.809349060059,72.48322147651007,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
94.0,7.8,2,2,1,21.0636558532715,105.79613494873,82.97872340425532,2,6.123233995736766e-17,1.0,-0.7071067811865475,0.7071067811865476,0
110.0,6.2,3,2,1,21.0046263810151,105.835709362414,56.36363636363637,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
112.0,6.3,3,2,0,20.998947,105.80418,56.25,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
98.0,6.8,3,2,1,21.078651428222656,105.8026123046875,69.38775510204081,2,0.7071067811865476,0.7071067811865475,-1.0,1.2246467991473532e-16,2
70.0,4.0,2,2,3,21.035680770874023,105.77120208740234,57.14285714285714,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
117.0,7.68,3,2,3,20.98651885986328,105.7863998413086,65.64102564102564,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
28.0,1.89,1,1,1,21.001741409301758,105.94214630126953,67.49999999999999,1,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-1.0,0
100.0,8.4,3,2,1,21.0404415130615,105.780715942383,84.0,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
77.0,4.95,2,2,1,20.9855403900146,105.798942565918,64.28571428571429,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
103.0,8.3,3,2,1,21.06853675842285,105.80276489257812,80.58252427184466,2,0.7071067811865476,0.7071067811865475,-1.0,1.2246467991473532e-16,0
65.0,4.8,2,2,1,21.078651428222656,105.8026123046875,73.84615384615384,2,6.123233995736766e-17,1.0,1.0,0.0,2
133.0,10.0,3,2,1,21.063655853271484,105.79613494873047,75.18796992481202,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
66.0,2.9,2,2,1,21.00241470336914,105.964111328125,43.93939393939394,2,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,0
90.0,2.95,3,1,1,20.9878061711279,105.800679290919,32.77777777777778,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
342.0,37.0,2,2,3,21.016826629638672,105.81522369384766,108.18713450292397,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
79.0,6.7,2,2,1,21.06853675842285,105.80276489257812,84.81012658227849,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
85.0,3.5,3,2,3,20.9753150939941,105.78067779541,41.1764705882353,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
93.6,5.7,3,2,1,20.95990562438965,105.79180145263672,60.897435897435905,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
72.9,3.4,2,1,1,20.97244644165039,105.81983947753906,46.639231824417,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
108.0,5.35,3,2,1,20.943979263305664,105.85543823242188,49.53703703703703,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
57.2,4.0,2,1,1,21.014148712158203,105.78872680664062,69.93006993006992,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
114.0,6.7,3,3,1,21.075103759765625,105.69818878173828,58.771929824561404,1,0.7071067811865474,-0.7071067811865477,-0.7071067811865477,-0.7071067811865475,0
67.8,3.85,2,2,1,21.062650680541992,105.78419494628906,56.78466076696166,2,6.123233995736766e-17,1.0,-0.7071067811865475,0.7071067811865476,0
82.0,7.85,2,2,1,20.967374801635742,105.75401306152344,95.73170731707317,2,-0.7071067811865477,-0.7071067811865475,-1.8369701987210297e-16,-1.0,0
66.62,4.66,2,2,1,20.9585018157959,105.82634735107422,69.94896427499249,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
43.0,2.7,1,1,3,20.99955177307129,105.9386215209961,62.79069767441861,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
75.0,5.29,2,2,1,21.003639221191406,105.802978515625,70.53333333333333,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
90.0,6.5,3,2,1,21.029237747192383,105.79385375976562,72.22222222222221,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
108.0,7.5,3,2,1,21.029237747192383,105.79385375976562,69.44444444444444,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
108.0,5.75,2,2,1,20.9992780583675,105.807933637309,53.24074074074074,2,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,0
43.2,2.56,1,1,1,20.994806,105.94649,59.25925925925925,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
124.5,10.0,3,2,1,21.0039502757752,105.803453651032,80.32128514056225,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
300.0,22.9,3,5,1,21.0030103714725,105.865729467713,76.33333333333333,2,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,0
70.0,6.0,2,2,1,21.00580596923828,105.79437255859375,85.71428571428571,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
70.0,6.0,2,2,1,21.046152114868164,105.9156494140625,85.71428571428571,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
98.0,4.0,3,2,1,21.06269073486328,105.90833282470703,40.816326530612244,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
73.0,4.3,2,2,0,21.075103759765625,105.69818878173828,58.9041095890411,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
56.0,3.55,2,1,1,21.01905632019043,105.78797912597656,63.39285714285714,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
65.0,4.0,2,2,1,21.030405044555664,105.77703094482422,61.53846153846154,2,-0.7071067811865477,-0.7071067811865475,-1.8369701987210297e-16,-1.0,0
62.0,2.85,2,1,1,20.962467193603516,105.79236602783203,45.96774193548387,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
300.0,22.9,3,5,1,21.0030103714725,105.865729467713,76.33333333333333,2,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,0
62.0,2.85,2,1,1,20.962467193603516,105.79236602783203,45.96774193548387,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
101.5,8.932,3,2,1,21.0638828094503,105.795841445366,88.00000000000001,2,6.123233995736766e-17,1.0,-0.7071067811865475,0.7071067811865476,0
128.0,8.3,3,2,3,20.994333267211914,105.86756134033203,64.84375,2,0.7071067811865476,0.7071067811865475,-0.7071067811865477,-0.7071067811865475,0
140.0,8.3,3,2,1,21.011241912841797,105.79534149169922,59.28571428571429,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
122.0,10.8,3,2,1,21.0630359649658,105.795417785645,88.52459016393443,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
88.0,5.368,2,2,1,21.036184310913086,105.78904724121094,61.00000000000001,2,-1.0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,0
40.0,2.48,2,1,1,21.0112342070756,105.857726899215,62.0,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
67.0,5.0,2,2,1,21.035120010375977,105.7674331665039,74.62686567164178,2,0.7071067811865474,-0.7071067811865477,0.7071067811865474,-0.7071067811865477,0
55.0,2.38,2,2,1,21.074520111083984,105.70022583007812,43.272727272727266,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
122.0,5.3,3,2,1,21.034912109375,105.764404296875,43.442622950819676,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
63.0,4.6,2,2,1,21.052398681640625,105.78018188476562,73.01587301587301,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
87.0,7.0,3,2,1,20.9984378814697,105.866737365723,80.45977011494253,2,-0.7071067811865477,-0.7071067811865475,-1.8369701987210297e-16,-1.0,0
83.0,5.85,3,2,1,21.064998626708984,105.80028533935547,70.48192771084337,0,6.123233995736766e-17,1.0,-0.7071067811865475,0.7071067811865476,0
117.5,5.9,3,2,1,20.996280670166016,105.79325103759766,50.212765957446805,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
125.9,8.5,3,2,1,21.01926040649414,105.81726837158203,67.51389992057189,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
54.0,3.55,2,1,1,21.00241470336914,105.964111328125,65.74074074074073,1,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
65.0,5.0,2,2,1,21.0235562513566,105.846802398089,76.92307692307693,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,1
46.0,1.9,2,1,0,20.963314,105.82674,41.30434782608695,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
90.2,6.5,3,2,1,20.974346160888672,105.75416564941406,72.0620842572062,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
95.0,8.3,3,2,1,21.00580596923828,105.79437255859375,87.36842105263158,2,0.7071067811865474,-0.7071067811865477,0.7071067811865474,-0.7071067811865477,0
60.0,4.5,2,1,3,21.0461521148682,105.915649414063,75.0,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
79.0,6.0,2,2,1,20.9982792601326,105.803885083647,75.9493670886076,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
87.0,11.8,2,2,1,21.010473,105.84926,135.632183908046,2,-0.7071067811865477,-0.7071067811865475,-1.0,1.2246467991473532e-16,0
105.0,4.75,3,2,1,20.995641708374023,105.79232788085938,45.238095238095234,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
29.2,2.65,2,1,1,20.9831014963938,105.812624979544,90.75342465753425,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
81.7,5.0,3,2,3,20.99480628967285,105.94648742675781,61.19951040391677,2,-1.8369701987210297e-16,-1.0,-1.0,1.2246467991473532e-16,0
92.5,13.3,2,2,0,21.0728492736816,105.812431335449,143.78378378378378,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
93.0,5.5,3,2,3,21.0019024057792,105.806417083801,59.13978494623656,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
66.0,5.29,2,2,1,21.003639221191406,105.802978515625,80.15151515151516,2,-1.0,1.2246467991473532e-16,0.7071067811865474,-0.7071067811865477,0
86.0,4.5,2,2,1,20.97366714477539,105.75871276855469,52.32558139534884,2,-1.8369701987210297e-16,-1.0,-1.0,1.2246467991473532e-16,0
115.5,5.300295,3,2,1,20.972412109375,105.76152801513672,45.89,2,-1.0,1.2246467991473532e-16,-1.8369701987210297e-16,-1.0,0
130.0,6.3,3,2,3,20.98651885986328,105.7863998413086,48.46153846153846,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
181.0,17.557,3,2,0,21.04207420349121,105.79773712158203,96.99999999999999,1,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
62.0,2.85,2,1,1,20.959997177124023,105.79855346679688,45.96774193548387,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
80.0,4.6,3,2,3,20.9772338867188,105.76195526123,57.49999999999999,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
115.0,17.5,3,2,1,21.03326988220215,105.81670379638672,152.17391304347828,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,2
65.0,3.6,2,2,1,21.0438575744629,105.781364440918,55.38461538461539,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
130.0,6.0,3,2,3,20.9784393310547,105.772644042969,46.15384615384615,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
95.0,6.0,2,2,1,21.044233322143555,105.76731872558594,63.15789473684211,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
53.0,2.1,1,1,0,20.960405349731445,105.79469299316406,39.62264150943397,2,-0.7071067811865477,-0.7071067811865475,-1.8369701987210297e-16,-1.0,0
63.0,4.28,2,2,0,21.006574630737305,105.74504852294922,67.93650793650794,2,0.7071067811865474,-0.7071067811865477,-1.0,1.2246467991473532e-16,0
